date,MatxStaples,MatxHealth,StaplesxHealth,IndxUtils,MatxFins,EnergyxUtils,FertilizerxDefensive,FertilizerxPersonal,DefensivexPersonal
2025-07-29,,,,,,,,,
2025-07-30,,,,,,,,,
2025-07-31,,,,,,,,,
2025-08-01,,,,,,,,,
2025-08-04,,,,,,,,,
2025-08-05,0.3273987131953374,0.2894716488211284,0.4480698569110036,1.0,0.7327497125552819,-0.9907402282190919,0.7121852926959944,-0.6190388728697696,-1.0
2025-08-06,-0.5386692371385289,0.05831313869980251,0.31751795008810174,0.48001034095570017,0.32888997934929926,-1.0,0.20362309044353666,-0.37620481129269356,-1.0
2025-08-07,-0.2643725486563805,-0.28921272991143,-0.251639567024268,0.3246030074926416,0.3922736978239398,-0.7962687166135993,0.132779338265546,-0.31565069576275806,-0.9329973820378162
2025-08-08,-0.07127992118462151,-0.6555673263710062,-0.5198781524262185,-0.0018995144352829674,0.2104779380345383,-0.6392961507576812,-0.4932959668842025,-0.6223394028513436,-0.08734835921706696
2025-08-11,0.14152264987977217,-0.614646377384765,-0.44331658801953766,-0.019866873502266597,0.5876738925976519,-0.6763382175202083,0.011416756977878584,-0.5066351571651048,-0.0729831441742374
2025-08-12,0.05523620118435796,-0.4948206971228495,-0.3809384428067684,-0.01421522023937095,0.3593221520417419,-0.5611241370698076,-0.13972541500868627,-0.6209118820125505,0.43542018967395263
2025-08-13,0.07051433978987802,-0.4453407759066974,-0.5251231843024775,0.012452706990654424,0.28389647118965056,-0.5290895308379117,-0.12018166279316836,-0.5376369158125897,0.37356727966651265
2025-08-14,0.05524629404852244,-0.4385702203016179,-0.4335613376915266,-0.07457030194286512,0.2775990906344476,-0.5880921405233502,-0.03429052648632183,-0.49008786025442824,0.29655694096457574
2025-08-15,0.05845866199036342,-0.4440318796393702,-0.4251481624571762,0.21108297245367136,0.20368487998094834,-0.4648026340134088,-0.03259662357607228,-0.4371929727268089,0.2649914320235154
2025-08-18,-0.17264814953108215,-0.34953220806020724,-0.4773334120448372,0.117934503796948,0.3359167038290378,-0.41120694342238145,-0.0486221875830232,-0.5931282619673373,0.2755653945742232
2025-08-19,-0.17147042672481252,-0.29037064749122754,-0.5513731111663267,0.12387225965859995,0.28407018087753255,-0.3136942332103516,-0.04419382232130796,-0.5430988436783081,0.25146809738219994
2025-08-20,-0.08995776830912901,-0.2844791666302116,-0.5449592661925883,0.18434270086943547,0.27704092327189567,-0.25026404436835936,-0.04471552771109555,-0.4861782114958424,0.22609242942462013
2025-08-21,-0.048628151460697176,-0.19835844260203606,-0.4903286333163151,0.2242302633988668,0.0012323333532739955,-0.2940368217363613,-0.062363058591113324,-0.4540207277010021,0.2099340022320137
2025-08-22,-0.03280113675031919,-0.184806557116087,-0.45607063813897464,0.20734435175722604,-0.029212446584831988,-0.135878981568976,-0.09033422870604324,-0.4224970561126249,0.21160675397488068
2025-08-25,0.03129886675237646,-0.11012862968917668,-0.39168508116904194,0.1684702240731631,-0.07630068452977871,-0.14699663302460672,-0.09434535228205218,-0.3133573019285496,0.18621362834717983
2025-08-26,0.0927197693394538,-0.12427414873890441,-0.40979853832044066,0.17858462020140276,-0.08808406980286439,-0.11631124705430067,-0.0798745607467094,-0.243707910741014,0.18056972748985253
2025-08-27,0.08473067754593633,-0.10789295834734319,-0.3937474783188326,0.08426035752055397,-0.0753198956815045,-0.2091055845168625,-0.07540473701762362,-0.2429355568323245,0.17007641706261192
2025-08-28,0.053462039784183256,-0.12638227818638506,-0.28614974080675454,0.07466230203104342,-0.11422678054673781,-0.16937470044213657,-0.09068183529136156,-0.20067292555786148,0.1011263834779114
2025-08-29,0.07686824230768587,-0.26331984608774184,-0.2935352739495201,-0.036492347641225706,-0.03971440550308933,-0.3340726132115186,-0.013075435523805704,-0.19960820231949936,0.08367164181679136
2025-09-01,-0.031620021650014346,-0.14743308120208032,-0.35934919356028633,-0.04829402433844189,-0.02360976564973332,-0.31375626726228467,-0.01188404012863594,-0.02808237423103968,0.07948921263038441
2025-09-02,0.019845649910386155,-0.1323290304000193,-0.33305959233900734,-0.05925527438869993,0.07336426215413719,-0.33255033016623364,0.06217105585583683,-0.03578411312626198,0.050144942641061306
2025-09-03,0.051820089672560694,-0.11171003083107123,-0.30938735735568595,-0.022671145933854303,0.14951206151598928,-0.36108285631390924,0.06545542641605409,-0.032910494601408324,0.05192175733110332
2025-09-04,0.019629605379766997,-0.16642407611166693,-0.1815530363898695,-0.024135398057416883,0.15527729703779258,-0.34692549431751496,0.06229085081300224,-0.02725681553382222,0.049273850663560506
2025-09-05,-0.031360495951652786,-0.11148677330882674,-0.24211019611487222,-0.054363024740995726,0.16747915998371593,-0.3220320684464449,0.0640050103100526,-0.03430118362671918,0.04300499363813743
2025-09-08,-0.0014434222505853543,-0.1167299169165161,-0.25850382861009813,-0.16778678461077567,0.1917790462994684,-0.36009142213602224,0.07280184587329214,-0.033041000546839165,0.038273130168723656
2025-09-09,0.0329993435040386,-0.08327299055338912,-0.1817596488991641,-0.1864174991165339,0.16025078151209815,-0.3384693380120925,0.1405311492008499,0.026132918186604702,0.06732739761475655
2025-09-10,0.055423252741770845,-0.037456829272479564,-0.16102877995695325,-0.19834768194966954,0.16765420484996216,-0.35157835744137383,0.20909277904044832,0.10555492845244122,0.19078040135124594
2025-09-11,0.0561789797802061,-0.04284603935333045,-0.15971351505139814,-0.23829217591570198,0.1497395557063593,-0.3657463217789549,0.17709245393978004,0.05628973592884885,0.2880573145442106
2025-09-12,0.08273223389088392,0.002232744625199762,-0.12820285109529414,-0.29258642088481224,0.11087609387405659,-0.32092176824970176,0.1716107554252228,0.03622526922254731,0.2739674584390585
2025-09-15,0.13671230544574553,0.05817530550944854,0.02903643340378692,-0.3339268430964513,0.10195089904603549,-0.3168561892094538,0.17019916749741945,0.03065180786884726,0.2571446502506908
2025-09-16,0.20380496830977501,0.09197162916786562,0.04657159029221346,-0.29899952983175665,0.08758860366060248,-0.3272846636062829,0.1801081646702527,0.06749411351083218,0.27583322611126115
2025-09-17,0.2094585009608128,0.10941458766561532,0.0985661938401918,-0.28534753971775295,0.11618262172735477,-0.31324694705092626,0.18963414984647475,0.0669011005430973,0.2680678982335523
2025-09-18,0.24627219254951085,0.08167871258734244,0.07671000395046201,-0.2590786318545699,0.17421307789315552,-0.36173815394420983,0.22706308352938093,0.17401008688817418,0.3515841227045403
2025-09-19,0.2170420743479597,0.09502433099692964,-0.06840552072797107,-0.28962749198217663,0.1855472924820873,-0.3748427529865909,0.19783900756485234,0.15880375444387412,0.39540007260493565
2025-09-22,0.21456002556248024,0.09973171188424303,-0.02744194064184885,-0.29205982711051753,0.17871034699431643,-0.3731831756815604,0.21174853912548716,0.13348045747749704,0.366228508861946
2025-09-23,0.20738760325145483,0.07718535591917391,-0.033395366845699576,-0.3006806696330128,0.1512761470744145,-0.3242660795899981,0.20003207859420388,0.11899845072597193,0.3707612594903818
2025-09-24,0.20803770427348026,0.07214294910607018,-0.03306441679918949,-0.42517924118932343,0.15324822033876492,-0.40807954120584305,0.15470178995285847,0.17722446940055653,0.2774866718781631
2025-09-25,0.2726538591659858,0.05289103239221146,-0.03559973660795514,-0.45878416296632524,0.23341078023595757,-0.38179913231241813,0.24468688048212472,0.2010746367873541,0.2852418865220979
2025-09-26,0.2649016895067306,0.053436491551908834,-0.012681051390804832,-0.46902296228846846,0.21295471988219944,-0.3813926786684999,0.23744982433553877,0.199799354818963,0.300087801010321
2025-09-29,0.25366785779648754,0.05383182515886561,-0.0018464696921821743,-0.46367514172381685,0.2067244852131773,-0.383550668906879,0.24916150453886476,0.18435253989049602,0.2883097632792522
2025-09-30,0.31245769110211363,-0.0018150960285577,-0.06638324420052348,-0.44150903161324484,0.17137050859474323,-0.3655719886327602,0.24228518044174177,0.23026281070290827,0.2811744897703882
2025-10-01,0.339384579255025,-0.04787398060736047,-0.13460694307756843,-0.43161990688494456,0.16113355136817636,-0.3893506728654548,0.3022925679485481,0.2528607698295466,0.29919578482783665
2025-10-02,0.27497955657993056,0.027651719430080983,-0.22912612002116475,-0.4071555601589619,0.1460386223187886,-0.375790528400198,0.2812784800417535,0.2648552210687522,0.28771035404711537
2025-10-03,0.3885133532271204,-0.0055056540463760545,-0.23189931909375358,-0.3994423836596548,0.10737556376079899,-0.3455429028354045,0.3652676637040919,0.20800846354065045,0.257277801214966
2025-10-06,0.3673233915969937,-0.0038787600691214718,-0.2433851546949909,-0.37578297089426893,0.1108097203201554,-0.32193420886921364,0.37344428499408977,0.18990106341871116,0.22071481007220028
2025-10-07,0.3537294914829529,-0.014677777193285935,-0.24298082518160025,-0.3372877919308247,0.12449379792000428,-0.34401208083924156,0.362073029497658,0.1837102225530735,0.21443843321664172
2025-10-08,0.32245653451749223,0.006273421001768659,-0.28833819303999175,-0.32252573557689357,0.12573333206095616,-0.3278087153092902,0.3668286432814756,0.16556257286206477,0.1902638693816323
2025-10-09,0.3216352567363902,0.014990149627675179,-0.2717265450918868,-0.29599304368663193,0.08377153544946955,-0.3629300266452906,0.3539649296116269,0.1624352184533662,0.18433507302572197
2025-10-10,0.30408890478198053,0.01065545484449967,-0.24317209790880395,-0.3729872200429739,0.08468881401180098,-0.32591823023148675,0.3465750634023516,0.15008375394499113,0.15487373497435308
2025-10-13,0.30966448514858574,0.01595344811109352,-0.22620176351477966,-0.3472231074160185,0.09606173174610319,-0.2998325601923827,0.3558216202153387,0.12904754767132381,0.139884198265682
2025-10-14,0.3810299957048114,-0.026743436102526857,-0.331649632884533,-0.30638489025011084,0.0769182228613466,-0.24191378387346352,0.34538485514140277,0.12502706389224785,0.15681404984311062
2025-10-15,0.36389871261605455,-0.009856979785598512,-0.31692380247090846,-0.2274161477296155,0.08735011864626613,-0.19529930326122766,0.33681246818449434,0.1230581412435414,0.19539201105274495
2025-10-16,0.3306364652417349,0.039452818277851305,-0.30786588296983036,-0.20072587339272988,0.06302735142115555,-0.19661395154055816,0.3825927051751446,0.09004526195958842,0.1612025718189044
2025-10-17,0.2811121137477247,0.021634250483660897,-0.27256187019262335,-0.2087539714829305,0.057297561018879506,-0.18486703534850057,0.3639479412288666,0.06896321301582464,0.18022832552213872
