ticker,sector,in_portfolio,defensive_value_index,growth_tech_index,growth_sleeve,roe,roic,debt_to_equity,interest_coverage,earnings_stability,ev_ebitda,pb_ratio,mktcap_to_assets,roe_score,roic_score,leverage_score,stability_score,coverage_score,buffett_roe,buffett_roic,buffett_leverage,buffett_pass,quality_score,ev_score,pb_score,mca_score,trifecta_ev,trifecta_pb,trifecta_mca,trifecta_pass,value_score,debt_to_assets,equity_multiplier,leverage_flag,leverage_score_adj,composite_score,w_current,suggested_w_max,sizing_action,decision
VRSN,,False,False,False,,,9.860788863109049,,15.542819499341238,52.67676729523961,20.08819406587957,,12.614279886452671,0.0,1.0,0.5,52.67676729523961,1.0,False,True,False,False,8.37651509428594,0.1786522914163281,0.0,0.0,False,False,False,False,0.07146091656653124,,,,0.0,4.6392,0.0,0.12,prefer_add,SATELLITE
SNA,,False,False,False,,0.1711055567510304,0.14120427287380816,0.21175905848079055,27.803960396039603,36.92003358208598,13.595900792422505,3.4454495525603246,2.408891942029498,0.6844222270041216,0.5648170914952326,0.8941204707596048,36.92003358208598,1.0,True,False,True,False,6.146894903476643,0.6595629042649996,0.13535575441763348,0.0,False,False,False,False,0.3044318880312899,0.175,1.212,,0.0,3.5178,0.0,0.12,prefer_add,SATELLITE
KLAC,,False,False,False,,0.8010573716296815,0.3899981253948048,1.0540031335246836,19.943051310101268,25.720491647527332,32.410859023485415,32.94610473030799,11.38423730322562,1.0,1.0,0.4729984332376582,25.720491647527332,1.0,True,True,False,False,4.629023512114748,0.0,0.0,0.0,False,False,False,False,0.0,0.513,2.054,,0.0,2.546,0.0,0.12,prefer_add,SATELLITE
TXT,,False,False,False,,0.11633970697789918,0.07901172105573825,0.47243605661782967,9.766917293233083,23.997835846366456,10.586195803155865,1.9588230039432155,0.869987894218521,0.4653588279115967,0.316046884222953,0.7637819716910852,23.997835846366456,0.6511278195488722,False,False,True,False,4.013777168303884,0.882504014581047,0.7960786649141265,0.5066828077086387,False,False,False,False,0.7438300476192483,0.321,1.472,,0.0,2.5423,0.0,0.12,prefer_add,SATELLITE
ADBE,,False,False,False,,0.6276263240145858,0.38901146208900605,0.6133877409272444,35.9080459770115,22.96027409917117,10.382190465244651,8.945647821096852,3.442220011472073,1.0,1.0,0.6933061295363778,22.96027409917117,1.0,True,True,True,True,4.248037034306131,0.8976155210929888,0.0,0.0,False,False,False,False,0.35904620843719554,0.38,1.613,,0.0,2.498,0.0,0.12,prefer_add,INCLUDE_QUALITY
RSG,,False,False,False,,0.18105175292153589,0.0832086546207849,1.1758764607679466,5.418803418803419,25.36107922220277,16.05222201223281,5.703734745969751,1.9748769438357694,0.7242070116861435,0.3328346184831396,0.4120617696160267,25.36107922220277,0.3612535612535613,True,False,False,False,4.2192089939489605,0.4776131842790511,0.0,0.0,False,False,False,False,0.19104527371162044,0.54,2.176,,0.0,2.4065,0.0,0.12,prefer_add,SATELLITE
CTAS,,False,False,False,,0.3891073869911926,0.25490794871781797,0.5264623521878983,24.5718492731806,22.49741209467872,22.707879851002634,13.333568776640995,6.508892162005914,1.0,1.0,0.7367688239060508,22.49741209467872,1.0,True,True,True,True,4.185127137787715,0.0,0.0,0.0,False,False,False,False,0.0,0.345,1.526,,0.0,2.3018,0.0,0.12,prefer_add,INCLUDE_QUALITY
RMD,,False,False,False,,0.23407067656965722,0.20716420270808225,0.12987993828011504,,20.58773463285106,14.519984953430534,5.000948571825035,3.6958856689947144,0.9362827062786289,0.828656810832329,0.9350600308599425,20.58773463285106,0.5,True,True,True,True,3.8079010546899372,0.5911122256718123,0.0,0.0,False,False,False,False,0.23644489026872495,0.115,1.13,,0.0,2.2007,0.0,0.12,prefer_add,INCLUDE_QUALITY
VLTO,,False,False,False,,0.31901840490797545,0.1525633106856084,1.0910558605101712,14.141304347826088,20.482013914232358,16.412908049009918,6.980818153154609,2.526243727543798,1.0,0.6102532427424336,0.4544720697449144,20.482013914232358,0.9427536231884058,True,True,False,False,3.7178242327381614,0.45089570007333946,0.0,0.0,False,False,False,False,0.1803582800293358,0.522,2.091,,0.0,2.126,0.0,0.12,prefer_add,SATELLITE
ITW,,False,False,False,,0.970579126664602,0.25321160216530664,2.8330752554970577,14.595959595959595,19.076279544335986,17.47374894876738,23.051927848052742,4.576652423841755,1.0,1.0,0.0,19.076279544335986,0.973063973063973,True,True,False,False,3.558748328956795,0.37231489268389784,0.0,0.0,False,False,False,False,0.14892595707355913,0.739,3.833,,0.0,2.0243,0.0,0.12,prefer_add,SATELLITE
CPRT,,False,False,False,,0.17701781026875874,0.17515895337743506,0.010612400082787571,,18.768048472555027,14.272788570183526,3.493582907249028,3.176858158067861,0.7080712410750349,0.7006358135097402,0.9946937999586062,18.768048472555027,0.5,True,True,True,True,3.4370234572524776,0.6094230688752944,0.11396315233376542,0.0,False,False,False,False,0.2779581732502474,0.011,1.011,,0.0,2.0154,0.0,0.12,prefer_add,INCLUDE_QUALITY
UNP,,False,False,False,,0.35456876118608815,0.14139115003279196,1.507715377545591,8.400778210116732,19.03374721283984,14.3630549636309,7.816404752866057,2.2691513313392595,1.0,0.5655646001311678,0.24614231122720454,19.03374721283984,0.5600518806744488,True,False,False,False,3.417657996716852,0.6027366693606742,0.0,0.0,False,False,False,False,0.2410946677442697,0.601,2.508,,0.0,1.9882,0.0,0.12,prefer_add,SATELLITE
AVY,,False,False,False,,0.29984785916105194,0.11325649361310873,1.6475114105629212,7.698786581013562,19.202888409087294,17.540930718212845,9.257855082709813,2.372050833957847,1.0,0.4530259744524349,0.17624429471853942,19.202888409087294,0.5132524387342374,True,False,False,False,3.3941029417800292,0.367338465317567,0.0,0.0,False,False,False,False,0.1469353861270268,0.622,2.648,,0.0,1.9329,0.0,0.12,prefer_add,SATELLITE
AME,,False,False,False,,0.13991202913520898,0.11664953531560195,0.19942208733767383,23.328928700252494,18.90919298571784,21.48625458577329,4.492816951950857,3.0079583915167505,0.5596481165408359,0.4665981412624078,0.9002889563311631,18.90919298571784,1.0,False,False,True,False,3.379296168648324,0.07509225290568233,0.0,0.0,False,False,False,False,0.030036901162272936,0.166,1.199,,0.0,1.8721,0.0,0.12,prefer_add,SATELLITE
CHTR,,False,False,False,,0.2904672015101463,0.04332142668613961,5.7049315714959885,2.483629191321499,15.735056622094424,5.299403059760852,1.000616619757742,0.10900058436770323,1.0,0.17328570674455843,0.0,15.735056622094424,0.16557527942143327,True,False,False,False,2.7288017332796746,1.0,1.0,1.0,True,True,True,True,1.0,0.851,6.705,levered-assets,-0.1,1.8508,0.0,0.12,prefer_add,INCLUDE_VALUE
MA,,False,False,False,,2.897344501871324,0.5373504330005949,4.39190875066833,27.969251336898395,17.422589294706068,20.761505081265348,79.45276178529039,7.727538894754198,1.0,1.0,0.0,17.422589294706068,1.0,True,True,False,False,3.3133883942059104,0.12877740138775196,0.0,0.0,False,False,False,False,0.051510960555100786,0.815,5.392,,0.0,1.8455,0.0,0.12,prefer_add,SATELLITE
HCA,,False,False,False,,,0.1523046092184369,,5.2620898100172715,18.203958043947875,8.508339512414645,,1.334573486267331,0.0,0.6092184368737475,0.5,18.203958043947875,0.35080598733448476,False,True,False,False,3.0234398363877535,1.0,0.0,0.0,True,False,False,False,0.4,,,,0.0,1.8429,0.0,0.12,prefer_add,SATELLITE
WST,,False,False,False,,0.18891712928901078,0.17106259273839444,0.1043742893451943,155.13333333333333,17.2853402452341,28.567033981215538,8.443718275191982,6.193800016308278,0.7556685171560431,0.6842503709535778,0.9478128553274029,17.2853402452341,1.0,True,True,True,True,3.2669486315171112,0.0,0.0,0.0,False,False,False,False,0.0,0.095,1.104,,0.0,1.7968,0.0,0.12,prefer_add,INCLUDE_QUALITY
V,,False,False,False,,0.6422195690488374,0.3826817535063351,0.6782079708908977,35.73711340206186,16.00720145621288,20.50502228602232,16.620160837563617,6.181034125634983,1.0,1.0,0.6608960145545512,16.00720145621288,1.0,True,True,True,True,3.2002146206151147,0.1477761269613096,0.0,0.0,False,False,False,False,0.059110450784523844,0.404,1.678,,0.0,1.7867,0.0,0.12,prefer_add,INCLUDE_QUALITY
IEX,,False,False,False,,0.12961576846307385,0.08814795961652669,0.47043413173652693,11.678683385579937,17.110291794750637,18.73080110248533,4.160718886217677,2.406372481379574,0.5184630738522954,0.35259183846610676,0.7647829341317365,17.110291794750637,0.7785788923719958,False,False,True,False,3.0204355722650766,0.27919991833442004,0.0,0.0,False,False,False,False,0.11167996733376802,0.32,1.47,,0.0,1.7115,0.0,0.12,prefer_add,SATELLITE
ODFL,,False,False,False,,0.22894651071135858,0.22688400479489915,0.009090574359016319,2261.273187183811,15.42788810126103,23.605744237123478,9.224573313189415,7.174461944259052,0.9157860428454343,0.9075360191795966,0.9954547128204918,15.42788810126103,1.0,True,True,True,True,3.1104980407197376,0.0,0.0,0.0,False,False,False,False,0.0,0.009,1.009,,0.0,1.7108,0.0,0.12,prefer_add,INCLUDE_QUALITY
EFX,,False,False,False,,0.15784667366786906,0.07021213936815168,1.2481393543673804,5.242110009017132,16.607897738672477,12.535575538733145,4.257157855014424,1.5562939488669632,0.6313866946714762,0.28084855747260673,0.3759303228163098,16.607897738672477,0.34947400060114214,True,False,False,False,2.856192184926657,0.7381055156493967,0.0,0.0,False,False,False,False,0.2952422062597587,0.555,2.248,,0.0,1.7038,0.0,0.12,prefer_add,SATELLITE
PH,,False,False,False,,0.23822109658429735,0.14386226282501757,0.6558970497638442,11.598504313057644,16.178733140940253,21.626708109092544,7.709153207699842,3.6710133710775117,0.9528843863371894,0.5754490513000703,0.672051475118078,16.178733140940253,0.7732336208705096,True,False,True,False,3.063441085786978,0.0646882882153671,0.0,0.0,False,False,False,False,0.02587531528614684,0.396,1.656,,0.0,1.6965,0.0,0.12,prefer_add,SATELLITE
