ticker,AMAT,AMD,ARKK,ASTS,BA,BKSY,CAT,CRWD,CW,ENPH,GD,GOOGL,GSAT,HEI,HII,HPQ,INTC,IRDM,LRCX,MCHP,MSFT,MTSI,MU,NOC,NVDA,PLTR,QQQ,REGN,RKLB,SATS,SCHW,SEDG,SMCI,SPCX,SPR,STM,TDG,TDW,TSLA,TTMI,VAL,VUG,XBI
AMAT,1.0,0.9424933080218948,0.9285155927692733,0.8211533517916927,0.9632560707428574,-0.7518432588076996,0.9842137384995259,0.9878975468071421,0.9797549499963711,0.025324830688200645,0.9723071882966278,0.9877294193223555,0.8122847344438892,0.9861207438414524,0.9653593707552929,-0.9505138760509362,0.9334730564206742,-0.9121055684048663,0.9974938532507481,0.8843562920242674,-0.9427742385632171,0.9803892535193997,0.997542827011683,0.9671876139904192,0.2766455233565813,0.9207667284758262,0.9892824950599013,0.9706099256452061,0.9680483188525127,-0.014464334265944756,0.9063326742229882,-0.6615283720138989,0.6929071956071952,0.5766916152395343,-0.018964034720412647,0.3325325556417289,0.9815429992805259,0.9330140067441726,0.5796110805983987,0.9675792060257964,0.9029910592525017,0.9950941102750149,0.9861435940069184
AMD,0.9424933080218948,1.0,0.8404198631756529,0.759085960934855,0.8371349071018199,-0.6095006109304838,0.8780754729643727,0.9432478631044244,0.8673002873322456,0.1429220019238596,0.851542999521417,0.9058410569532618,0.8119082197517026,0.8848439432806986,0.8360402864622516,-0.809960914480114,0.987631169563168,-0.7398794969068252,0.9295512882982088,0.8347308548927185,-0.8571178129466583,0.8875705361085962,0.947917675848951,0.8405214943071992,0.0884493134268141,0.7957958699760967,0.8991208558285274,0.8487016298835197,0.9408857965686466,-0.0031467913313512614,0.7353075713698803,-0.5066971955083646,0.7316573210087146,0.6368376889937044,0.002336631434039438,0.5762884186711478,0.8743182231137859,0.8367050109970363,0.5577072646798406,0.9654207811906662,0.8102716014875633,0.9506228991365694,0.9075261870964313
ARKK,0.9285155927692733,0.8404198631756529,1.0,0.8814419482712452,0.9464945863581493,-0.6195564907323996,0.9425263296572562,0.9240087109911733,0.943370051064009,0.06169917413648588,0.9409763529204478,0.940537514845772,0.7930587180959858,0.941949783140671,0.9422188302241462,-0.9119911338296965,0.8254741105240414,-0.8819666847072521,0.9386689020905132,0.8388732815209096,-0.8384096777286928,0.9436816199807185,0.9219424909437232,0.9389615629351139,0.46492322913181383,0.9384492979517619,0.9410618165796357,0.9414766206541196,0.9292671934359139,-0.03240720198989301,0.9164643084663983,-0.5965533318611284,0.7049831785419273,0.4613299053057326,0.04320486811866486,0.19625963955746872,0.9413210612437197,0.9145889324017606,0.6877317520814406,0.8764105814816933,0.8914725796502224,0.9339245601608065,0.9453585011282809
ASTS,0.8211533517916927,0.759085960934855,0.8814419482712452,1.0,0.8472529826523084,-0.37250772534469495,0.845941575462995,0.8208717814627002,0.8454441862345349,0.20374485538877057,0.8481492271462567,0.8543322801483211,0.805616906230102,0.8388465144640845,0.8493519633786455,-0.7775183810173664,0.7332167449891719,-0.7556718939570143,0.8421854983507125,0.7608343253636222,-0.7528525836806157,0.8751127364082182,0.8217065456195057,0.8492414782073126,0.5176032182090803,0.8804106497602132,0.8500506624784365,0.8518198755739431,0.8986624105047681,-0.02008622045016966,0.8066906901820671,-0.365134936268396,0.6698420944033968,0.2580541311050095,0.07261035202708244,0.16096555435851884,0.8475431548917852,0.8935993291029349,0.6765235446691383,0.79866501317913,0.8768460750889956,0.8213834568521682,0.8385899524972141
BA,0.9632560707428574,0.8371349071018199,0.9464945863581493,0.8472529826523084,1.0,-0.7578799912268317,0.9929750571628284,0.9534420224844681,0.9943913370351798,0.003942231766184168,0.9948588675276325,0.9838063122925575,0.7652160160543757,0.991507880687321,0.9955132564659933,-0.9729494008457317,0.8277356979445688,-0.968585957490976,0.9725752634919799,0.8799779816082961,-0.9148758623438763,0.985306820537521,0.9607469785155094,0.9947634205220633,0.45166362149630623,0.958380936568572,0.9869102901213863,0.9951576781376995,0.9364639922509241,0.002912412973996838,0.969953716914446,-0.7070001088834067,0.6587307783108743,0.44742397508978965,0.002430364435556702,0.12424107486331935,0.9924480982351206,0.9497257084943536,0.6089679158876257,0.899486445696934,0.9253696569152027,0.959092884000451,0.9709123308417941
BKSY,-0.7518432588076996,-0.6095006109304838,-0.6195564907323996,-0.37250772534469495,-0.7578799912268317,1.0,-0.7665417164584152,-0.7223436490269648,-0.7678249347934705,0.25578623490638275,-0.7653440559799981,-0.7409539008627178,-0.45981781356814716,-0.7703247899405499,-0.762925722156084,0.8159482445999102,-0.6156355828594585,0.8336911153355749,-0.7456299312404662,-0.6286871071229515,0.7666466675325437,-0.7246969290164939,-0.7441832850955671,-0.7639749037973979,-0.16469398878259947,-0.6718328941830656,-0.7553856574916936,-0.7618450170678032,-0.6015052643447539,0.0003238017218362966,-0.7577516138066098,0.7730737246041693,-0.36993947017146717,-0.5325871216747645,0.06482476109487789,-0.04742466725670172,-0.7661467669948836,-0.644203680024887,-0.25452855868875224,-0.6725081823540796,-0.6018342620248085,-0.734241451350967,-0.7426326268251189
CAT,0.9842137384995259,0.8780754729643727,0.9425263296572562,0.845941575462995,0.9929750571628284,-0.7665417164584152,1.0,0.971226035863081,0.9992992604511715,-0.011803329733667954,0.9975280632850511,0.9943203346231229,0.7971527724729348,0.9986086277479004,0.9949394448604922,-0.9755432186542701,0.866465205856392,-0.9601498896804901,0.990569110696209,0.8781605453600588,-0.941535233602672,0.9938542229838417,0.9811035873815229,0.9960341397704696,0.3905971069886254,0.9591171398678707,0.9978898951136652,0.9971538020236178,0.9530492101465708,-0.004737680633203686,0.9579837969886523,-0.693961691758912,0.6677182720858024,0.49499005898193665,-0.011759074556302266,0.1849331744279717,0.9990403546017184,0.9581818186643529,0.5895023014258007,0.9299582876657395,0.9293424276885943,0.9771316764143464,0.9867781671228303
CRWD,0.9878975468071421,0.9432478631044244,0.9240087109911733,0.8208717814627002,0.9534420224844681,-0.7223436490269648,0.971226035863081,1.0,0.9669315716248498,0.054570170646053504,0.9606269322109346,0.9808099070119921,0.7961431287806139,0.9750245360885492,0.9515768935922575,-0.9272896020662889,0.9316918676783387,-0.8924695841406916,0.9844773633786641,0.876219306206375,-0.9137120306003788,0.9687876970831015,0.9902902082373652,0.9542603495812491,0.2593368238482523,0.9170127542218123,0.9799331578573701,0.9580941102637888,0.9698787520596384,-0.005292183855755017,0.8913314863921686,-0.6492206981225805,0.695059973392989,0.5632756081675965,-0.008789837420567093,0.34816149476897534,0.9705038589177727,0.9242930453945318,0.5882402668389136,0.95809196682281,0.901635130950385,0.9924245205943595,0.9753539803397827
CW,0.9797549499963711,0.8673002873322456,0.943370051064009,0.8454441862345349,0.9943913370351798,-0.7678249347934705,0.9992992604511715,0.9669315716248498,1.0,-0.027602581485776392,0.998904345028845,0.9926032092522926,0.7959354187973242,0.9982690463474564,0.9971715590069211,-0.9780467520452737,0.8547823485966977,-0.9631538123149894,0.9873856374312219,0.8691905508544507,-0.938339836434168,0.9927354612519791,0.9762874877736014,0.9979974977712829,0.40003650531682444,0.9636182780645044,0.9968000991407252,0.9983728438902413,0.9483638995313889,-0.005311667886849557,0.9644643310808939,-0.7000816436582904,0.6590600252669306,0.48430230890079273,-0.013979113358283656,0.16014736596302764,0.9992218879234382,0.9589829523799678,0.5825995402655096,0.9213905394580044,0.9289493143350891,0.9725561804093481,0.9861933589511345
ENPH,0.025324830688200645,0.1429220019238596,0.06169917413648588,0.20374485538877057,0.003942231766184168,0.25578623490638275,-0.011803329733667954,0.054570170646053504,-0.027602581485776392,1.0,-0.043639756912817976,0.02314913143360958,0.022653448554395914,-0.01679719886554597,-0.04442727049695772,0.11584510463394564,0.16467655721867958,0.09462827639622666,0.023119066414576363,0.3195158399786925,0.10987939530952558,0.04471813182501218,0.049925355940632285,-0.04839019530243385,0.21315602836737027,-0.05485366139811096,-0.006839851234222487,-0.030943245099876778,0.14141461533360483,0.0033071537176691604,-0.11932700547068173,0.43338060482290647,0.3519734568610597,-0.09926717108214506,0.1358146672362437,0.46903051233656307,-0.027525765991019704,-0.015106164400711298,0.4901655635709026,0.16165248010619182,0.04516952771592686,0.05315992520052861,-0.05650661731825632
